id,result
565,0.10269756153203186
160,0.06127372926155771
553,0.061876403775460276
860,0.042123484144490936
241,0.7505612845852874
559,0.39565479816145327
387,0.7664114284351824
536,0.3797656342254192
698,0.4184593955394253
99,0.2099067664549738
126,0.39891255283966953
333,0.1144737662867586
216,0.6872677418012547
817,0.15487758269957397
27,0.4297021418285707
703,0.14952383591704568
485,0.24140569646086454
511,0.07131641273523859
433,0.09623922167168816
576,0.8341821545887216
87,0.07131641273523859
580,0.8320619488134426
157,0.12578497906679845
279,0.613420485183721
422,0.06641054780819097
369,0.9682110655186955
776,0.35941572461126325
712,0.28769558862558176
455,0.09249237605529587
495,0.13771618426179164
758,0.03922341814679817
730,0.9580177163744301
65,0.3782347873848346
75,0.16369745332756724
489,0.4530675409845471
869,0.5347111151812629
165,0.4251956877784575
71,0.1965844302058734
428,0.39891255283966953
417,0.8920267847349955
745,0.16408145807300148
297,0.9735133724153346
463,0.0950082390025251
84,0.8827254871503102
211,0.8489557520323614
115,0.050040841970823924
868,0.34637415048504194
40,0.3336062735543013
644,0.8327036442263815
322,0.8597567265056716
759,0.9495517001129868
564,0.46318954267875323
502,0.7643759569144959
17,0.10671074005774636
679,0.44119431055767155
401,0.09289193724116279
639,0.06738775714623933
701,0.7589040383240446
106,0.7458408389224404
447,0.4425425228498261
578,0.49779202769076036
472,0.8413573317604448
764,0.22456692287764085
397,0.16392198884459558
690,0.35616824033008143
38,0.3713844780181455
375,0.9767196075678013
752,0.17466300975196228
625,0.3717629353732783
864,0.08659917177550455
275,0.9490198735472075
773,0.06731453380299297
593,0.6238025794073498
504,0.958864198282519
239,0.1221701910509308
153,0.040038487100500245
614,0.038843009392389556
442,0.3490835439818084
180,0.09756718732962316
634,0.23698833795765845
386,0.3077966451614708
244,0.05157503227114553
749,0.08298087463093169
162,0.05788056064332284
501,0.8078237890310469
92,0.5058295081519164
714,0.09228442070789382
431,0.6119851847470092
452,0.4159968351535032
853,0.981528451442784
55,0.28620024453031934
351,0.2861286821278722
570,0.059071332325927414
29,0.046310277595738546
62,0.34625930967756263
596,0.8817847826870476
458,0.6702684044614968
459,0.39891255283966953
4,0.038843009392389556
271,0.04297899557590608
252,0.223033962476833
341,0.8922187708487722
82,0.6437428955440825
9,0.8914395388263465
810,0.03788521432702187
23,0.19324102816422015
841,0.10148636777422759
410,0.046310277595738546
566,0.05285848335307436
245,0.4955132070704593
560,0.39891255283966953
324,0.011606681723176178
146,0.062463622327328376
659,0.3999670783049648
571,0.9189904374343887
196,0.39891255283966953
16,0.23351760471904429
138,0.09463330189685981
743,0.13487731444302598
555,0.223033962476833
105,0.04181837545737373
726,0.7786615307727222
603,0.10539459034374901
541,0.2106199362152958
775,0.10997420626498108
824,0.2578653419733239
336,0.30862003154245465
799,0.4864720325286518
676,0.06852682054586814
607,0.633763652906969
826,0.17829185309101453
756,0.08181434603046978
186,0.7505612845852874
411,0.14362058907887557
549,0.6700829119215261
441,0.040811706542417024
435,0.9510697266651554
790,0.39891255283966953
198,0.6379044216265315
444,0.07131889968839011
671,0.3155135081295503
296,0.07597606287920723
802,0.87537525218754
137,0.363401268690122
532,0.17459375502014565
587,0.2429294024265331
878,0.046310277595738546
728,0.14342135962519365
389,0.8954976308681759
427,0.8922800404553376
804,0.05243002821222334
731,0.6575842934586797
88,0.8930439509223168
39,0.5928576776292079
492,0.3777652448665953
823,0.6622958102798833
886,0.08405304676581676
353,0.13951240831259423
685,0.14881562839409673
11,0.7938544898909555
484,0.4137346191539919
366,0.966079152357801
300,0.6379044216265315
879,0.9525012548176695
530,0.8444244369542095
293,0.3567203415185306
814,0.13058624558050616
515,0.46750297747654784
199,0.8656535061435819
142,0.39531584666086617
349,0.041107740244309965
354,0.06731453380299297
295,0.3879779654606921
143,0.06937456748736621
880,0.799981987163855
91,0.04073888690050293
883,0.08753702974152872
473,0.900893993748813
637,0.21203754754767878
